date,position,btc_price
2020-05-23,0.0,9212.75
2020-05-24,0.0,9022.06
2020-05-25,0.0,8907.67
2020-05-26,0.0,8818.75
2020-05-27,0.0,9117.59
2020-05-28,0.0,9539.0
2020-05-29,0.0,9434.81
2020-05-30,0.0,9665.83
2020-05-31,0.0,9442.4
2020-06-01,0.0,10214.65
2020-06-02,0.0,9516.44
2020-06-03,0.0,9603.64
2020-06-04,0.0,9782.9
2020-06-05,0.0,9663.23
2020-06-06,0.0,9662.86
2020-06-07,1.0,9760.93
2020-06-08,1.0,9756.65
2020-06-09,1.0,9769.5
2020-06-10,1.0,9885.38
2020-06-11,1.0,9303.26
2020-06-12,1.0,9437.64
2020-06-13,1.0,9443.26
2020-06-14,1.0,9341.58
2020-06-15,1.0,9441.02
2020-06-16,1.0,9510.61
2020-06-17,1.0,9439.73
2020-06-18,1.0,9347.64
2020-06-19,1.0,9317.59
2020-06-20,1.0,9336.07
2020-06-21,1.0,9304.2
2020-06-22,1.0,9659.75
2020-06-23,1.0,9625.66
2020-06-24,1.0,9274.97
2020-06-25,1.0,9240.59
2020-06-26,1.0,9139.04
2020-06-27,1.0,9013.14
2020-06-28,1.0,9123.24
2020-06-29,1.0,9212.59
2020-06-30,1.0,9123.72
2020-07-01,1.0,9225.75
2020-07-02,1.0,9137.56
2020-07-03,1.0,9062.64
2020-07-04,1.0,9120.83
2020-07-05,1.0,9064.12
2020-07-06,1.0,9324.82
2020-07-07,1.0,9233.87
2020-07-08,1.0,9440.55
2020-07-09,1.0,9234.73
2020-07-10,1.0,9247.85
2020-07-11,1.0,9228.84
2020-07-12,1.0,9293.58
2020-07-13,1.0,9229.11
2020-07-14,1.0,9242.57
2020-07-15,1.0,9221.76
2020-07-16,1.0,9123.08
2020-07-17,1.0,9133.73
2020-07-18,1.0,9136.6
2020-07-19,1.0,9198.52
2020-07-20,1.0,9141.93
2020-07-21,1.0,9349.39
2020-07-22,1.0,9547.61
2020-07-23,0.0,9579.52
2020-07-24,0.0,9549.95
2020-07-25,0.0,9666.81
2020-07-26,0.0,9897.03
2020-07-27,0.0,11193.5
2020-07-28,0.0,10968.85
2020-07-29,0.0,11229.59
2020-07-30,0.0,11105.18
2020-07-31,0.0,11330.49
2020-08-01,0.0,11682.06
2020-08-02,0.0,11097.08
2020-08-03,0.0,11222.49
2020-08-04,1.0,11212.32
2020-08-05,1.0,11641.73
2020-08-06,1.0,11757.05
2020-08-07,1.0,11617.69
2020-08-08,1.0,11749.77
2020-08-09,1.0,11655.65
2020-08-10,1.0,11886.08
2020-08-11,1.0,11357.52
2020-08-12,1.0,11595.42
2020-08-13,1.0,11747.89
2020-08-14,1.0,11757.47
2020-08-15,1.0,11887.48
2020-08-16,1.0,11886.13
2020-08-17,1.0,12317.99
2020-08-18,1.0,12031.95
2020-08-19,1.0,11755.87
2020-08-20,1.0,11875.97
2020-08-21,1.0,11708.31
2020-08-22,1.0,11634.72
2020-08-23,1.0,11629.31
2020-08-24,1.0,11753.39
2020-08-25,1.0,11354.37
2020-08-26,1.0,11482.68
2020-08-27,1.0,11340.53
2020-08-28,1.0,11486.65
2020-08-29,1.0,11484.17
2020-08-30,1.0,11652.88
2020-08-31,1.0,11642.52
2020-09-01,1.0,12003.73
2020-09-02,1.0,11375.17
2020-09-03,1.0,10725.45
2020-09-04,1.0,10476.68
2020-09-05,1.0,10105.28
2020-09-06,1.0,10231.8
2020-09-07,1.0,10357.21
2020-09-08,1.0,10109.09
2020-09-09,1.0,10240.44
2020-09-10,1.0,10350.51
2020-09-11,1.0,10355.05
2020-09-12,1.0,10455.16
2020-09-13,1.0,10336.48
2020-09-14,1.0,10661.32
2020-09-15,1.0,10811.1
2020-09-16,1.0,10979.95
2020-09-17,1.0,10963.94
2020-09-18,1.0,10940.9
2020-09-19,0.0,11084.39
2020-09-20,0.0,10856.57
2020-09-21,0.0,10482.02
2020-09-22,0.0,10486.14
2020-09-23,0.0,10236.75
2020-09-24,0.0,10702.23
2020-09-25,0.0,10708.95
2020-09-26,0.0,10719.87
2020-09-27,0.0,10719.42
2020-09-28,0.0,10846.74
2020-09-29,0.0,10791.91
2020-09-30,0.0,10734.66
2020-10-01,0.0,10600.06
2020-10-02,0.0,10576.99
2020-10-03,0.0,10585.69
2020-10-04,0.0,10655.47
2020-10-05,0.0,10721.34
2020-10-06,0.0,10594.81
2020-10-07,0.0,10625.02
2020-10-08,0.0,10855.56
2020-10-09,0.0,11081.05
2020-10-10,0.0,11341.09
2020-10-11,0.0,11353.39
2020-10-12,0.0,11624.51
2020-10-13,1.0,11457.72
2020-10-14,1.0,11365.66
2020-10-15,1.0,11472.04
2020-10-16,1.0,11353.97
2020-10-17,1.0,11352.13
2020-10-18,1.0,11476.7
2020-10-19,1.0,11740.63
2020-10-20,1.0,11898.23
2020-10-21,1.0,12898.2
2020-10-22,1.0,13075.09
2020-10-23,1.0,12913.58
2020-10-24,1.0,13052.91
2020-10-25,1.0,13029.18
2020-10-26,1.0,13023.35
2020-10-27,1.0,13661.78
2020-10-28,1.0,13232.47
2020-10-29,1.0,13487.88
2020-10-30,1.0,13601.15
2020-10-31,1.0,13797.77
2020-11-01,1.0,13771.66
2020-11-02,1.0,13634.95
2020-11-03,1.0,13913.91
2020-11-04,1.0,14122.04
2020-11-05,1.0,15611.82
2020-11-06,1.0,15652.65
2020-11-07,1.0,14813.85
2020-11-08,1.0,15479.91
2020-11-09,1.0,15312.29
2020-11-10,1.0,15302.92
2020-11-11,1.0,15710.47
2020-11-12,1.0,16235.46
2020-11-13,1.0,16278.87
2020-11-14,1.0,16039.88
2020-11-15,1.0,16002.24
2020-11-16,1.0,16773.68
2020-11-17,1.0,17623.14
2020-11-18,1.0,17776.34
2020-11-19,1.0,17795.9
2020-11-20,1.0,18623.92
2020-11-21,1.0,18633.79
2020-11-22,1.0,18603.46
2020-11-23,1.0,18405.87
2020-11-24,1.0,19132.26
2020-11-25,1.0,18785.84
2020-11-26,1.0,17142.43
2020-11-27,1.0,16987.49
2020-11-28,1.0,17776.39
2020-11-29,1.0,18184.32
2020-11-30,0.0,19507.46
2020-12-01,0.0,18852.8
2020-12-02,1.0,19154.78
2020-12-03,1.0,19482.31
2020-12-04,1.0,18805.31
2020-12-05,1.0,19055.44
2020-12-06,1.0,19289.94
2020-12-07,1.0,19094.08
2020-12-08,1.0,18793.01
2020-12-09,1.0,18603.96
2020-12-10,1.0,18372.1
2020-12-11,1.0,18039.64
2020-12-12,1.0,18823.11
2020-12-13,1.0,19081.17
2020-12-14,1.0,19257.76
2020-12-15,1.0,19471.54
2020-12-16,1.0,21364.16
2020-12-17,1.0,22766.36
2020-12-18,1.0,22923.64
2020-12-19,1.0,23908.9
2020-12-20,1.0,23489.0
2020-12-21,1.0,23140.84
2020-12-22,1.0,23621.42
2020-12-23,1.0,23419.41
2020-12-24,1.0,23581.03
2020-12-25,1.0,24554.36
2020-12-26,1.0,26463.51
2020-12-27,1.0,26446.15
2020-12-28,1.0,26863.27
2020-12-29,1.0,27141.71
2020-12-30,1.0,28816.0
2020-12-31,1.0,29008.69
2021-01-01,1.0,29310.83
2021-01-02,1.0,31987.0
2021-01-03,1.0,33424.64
2021-01-04,1.0,31355.75
2021-01-05,1.0,33964.72
2021-01-06,1.0,36298.64
2021-01-07,1.0,39157.04
2021-01-08,1.0,40778.9
2021-01-09,1.0,40321.97
2021-01-10,1.0,38460.67
2021-01-11,1.0,35026.54
2021-01-12,1.0,33563.62
2021-01-13,1.0,37262.53
2021-01-14,1.0,38905.95
2021-01-15,1.0,36544.48
2021-01-16,1.0,35951.71
2021-01-17,1.0,36290.8
2021-01-18,1.0,36327.23
2021-01-19,1.0,36376.48
2021-01-20,1.0,35038.63
2021-01-21,0.0,31129.17
2021-01-22,0.0,33484.7
2021-01-23,0.0,31990.6
2021-01-24,0.0,32057.72
2021-01-25,0.0,32410.68
2021-01-26,0.0,32662.7
2021-01-27,0.0,30318.43
2021-01-28,0.0,33499.16
2021-01-29,0.0,34422.59
2021-01-30,0.0,34287.9
2021-01-31,1.0,33077.21
2021-02-01,1.0,33651.89
2021-02-02,1.0,35559.8
2021-02-03,1.0,37510.56
2021-02-04,1.0,37194.81
2021-02-05,1.0,37987.48
2021-02-06,1.0,39362.91
2021-02-07,1.0,38826.67
2021-02-08,1.0,44748.92
2021-02-09,1.0,46714.02
2021-02-10,1.0,45127.75
2021-02-11,1.0,47823.99
2021-02-12,1.0,47747.86
2021-02-13,1.0,47285.77
2021-02-14,1.0,48982.2
2021-02-15,1.0,48331.75
2021-02-16,1.0,49000.73
2021-02-17,1.0,52107.86
2021-02-18,1.0,51842.6
2021-02-19,1.0,55628.25
2021-02-20,1.0,55651.54
2021-02-21,1.0,57509.7
2021-02-22,1.0,54293.07
2021-02-23,1.0,48431.51
2021-02-24,1.0,49478.15
2021-02-25,1.0,48165.35
2021-02-26,1.0,46105.46
2021-02-27,1.0,46850.89
2021-02-28,1.0,45330.37
2021-03-01,1.0,49362.38
2021-03-02,1.0,47954.78
2021-03-03,1.0,50785.81
2021-03-04,1.0,48346.11
2021-03-05,1.0,48943.39
2021-03-06,1.0,48826.88
2021-03-07,1.0,51002.85
2021-03-08,1.0,51836.44
2021-03-09,1.0,54531.13
2021-03-10,1.0,56621.71
2021-03-11,1.0,57648.93
2021-03-12,1.0,57299.98
2021-03-13,1.0,61042.4
2021-03-14,1.0,60254.21
2021-03-15,1.0,56311.67
2021-03-16,1.0,56324.21
2021-03-17,1.0,58650.88
2021-03-18,1.0,57642.42
2021-03-19,1.0,58269.38
2021-03-20,1.0,58292.48
2021-03-21,1.0,57566.54
2021-03-22,0.0,54414.9
2021-03-23,0.0,54499.23
2021-03-24,0.0,52540.46
2021-03-25,0.0,52161.98
2021-03-26,0.0,54502.58
2021-03-27,0.0,56148.44
2021-03-28,0.0,55581.42
2021-03-29,0.0,57611.91
2021-03-30,0.0,58843.33
2021-03-31,0.0,58863.17
2021-04-01,1.0,58889.08
2021-04-02,1.0,59016.78
2021-04-03,1.0,57540.91
2021-04-04,1.0,58216.17
2021-04-05,1.0,58863.22
2021-04-06,1.0,58182.31
2021-04-07,1.0,56296.06
2021-04-08,1.0,57687.28
2021-04-09,1.0,58165.2
2021-04-10,1.0,59342.25
2021-04-11,1.0,59836.52
2021-04-12,1.0,59926.93
2021-04-13,1.0,63123.32
2021-04-14,1.0,63030.35
2021-04-15,1.0,63165.73
2021-04-16,1.0,61791.93
2021-04-17,1.0,60930.34
2021-04-18,1.0,56321.75
2021-04-19,1.0,56212.35
2021-04-20,1.0,56408.91
2021-04-21,1.0,54437.32
2021-04-22,1.0,51888.09
2021-04-23,1.0,50733.74
2021-04-24,1.0,50275.6
2021-04-25,1.0,48503.03
2021-04-26,1.0,53702.69
2021-04-27,1.0,54984.38
2021-04-28,1.0,54732.54
2021-04-29,1.0,53378.99
2021-04-30,1.0,57074.46
2021-05-01,1.0,57620.52
2021-05-02,1.0,56420.61
2021-05-03,1.0,57376.49
2021-05-04,1.0,53860.07
2021-05-05,1.0,57246.5
2021-05-06,1.0,56430.28
2021-05-07,1.0,57428.88
2021-05-08,1.0,58851.4
2021-05-09,1.0,58221.64
2021-05-10,1.0,55748.17
2021-05-11,1.0,56383.45
2021-05-12,1.0,52389.71
2021-05-13,1.0,49289.66
2021-05-14,1.0,50161.74
2021-05-15,1.0,48364.94
2021-05-16,1.0,45795.44
2021-05-17,0.0,43196.03
2021-05-18,0.0,42800.25
2021-05-19,0.0,39247.55
2021-05-20,0.0,41042.89
2021-05-21,0.0,37128.28
2021-05-22,0.0,37636.79
2021-05-23,0.0,34352.42
2021-05-24,0.0,38466.38
2021-05-25,0.0,38225.84
2021-05-26,0.0,38914.75
2021-05-27,0.0,38846.33
2021-05-28,0.0,35160.74
2021-05-29,0.0,34635.55
2021-05-30,0.0,35681.53
2021-05-31,0.0,37085.53
2021-06-01,0.0,36551.06
2021-06-02,0.0,37604.92
2021-06-03,0.0,38963.84
2021-06-04,0.0,36891.48
2021-06-05,0.0,35309.76
2021-06-06,0.0,35754.45
2021-06-07,0.0,33944.05
2021-06-08,0.0,33508.86
2021-06-09,0.0,37226.61
2021-06-10,0.0,36749.94
2021-06-11,0.0,37171.92
2021-06-12,0.0,35801.97
2021-06-13,0.0,38896.07
2021-06-14,0.0,40293.57
2021-06-15,0.0,40218.39
2021-06-16,0.0,38385.56
2021-06-17,0.0,37935.7
2021-06-18,0.0,35500.3
2021-06-19,0.0,35584.88
2021-06-20,0.0,35534.41
2021-06-21,0.0,31665.69
2021-06-22,0.0,32444.62
2021-06-23,0.0,33483.58
2021-06-24,0.0,34682.13
2021-06-25,0.0,31702.64
2021-06-26,0.0,31574.44
2021-06-27,0.0,32748.45
2021-06-28,0.0,34317.08
2021-06-29,0.0,35991.59
2021-06-30,0.0,34719.04
2021-07-01,0.0,33465.93
2021-07-02,0.0,33534.78
2021-07-03,0.0,34623.11
2021-07-04,0.0,35527.92
2021-07-05,0.0,33916.27
2021-07-06,0.0,33981.28
2021-07-07,0.0,34071.51
2021-07-08,0.0,32725.4
2021-07-09,0.0,33890.43
2021-07-10,0.0,33531.59
2021-07-11,0.0,34289.6
2021-07-12,0.0,33106.85
2021-07-13,0.0,32655.63
2021-07-14,0.0,32774.64
2021-07-15,0.0,31676.71
2021-07-16,0.0,31531.29
2021-07-17,0.0,31619.53
2021-07-18,0.0,31634.78
2021-07-19,0.0,30909.57
2021-07-20,0.0,29672.55
2021-07-21,0.0,32002.69
2021-07-22,0.0,32334.32
2021-07-23,0.0,33172.73
2021-07-24,0.0,34153.98
2021-07-25,0.0,34859.79
2021-07-26,0.0,37478.42
2021-07-27,0.0,38931.45
2021-07-28,0.0,39830.53
2021-07-29,0.0,40007.94
2021-07-30,0.0,41415.03
2021-07-31,0.0,41738.49
2021-08-01,0.0,40266.79
2021-08-02,0.0,39348.67
2021-08-03,0.0,38443.83
2021-08-04,0.0,39790.5
2021-08-05,0.0,40891.26
2021-08-06,0.0,42679.37
2021-08-07,0.0,44212.65
2021-08-08,0.0,44095.71
2021-08-09,0.0,46187.76
2021-08-10,0.0,45399.52
2021-08-11,0.0,45740.58
2021-08-12,0.0,44280.96
2021-08-13,0.0,47672.43
2021-08-14,0.0,46943.42
2021-08-15,0.0,47067.6
2021-08-16,0.0,45942.66
2021-08-17,0.0,44704.08
2021-08-18,0.0,44910.0
2021-08-19,0.0,46678.15
2021-08-20,0.0,48987.71
2021-08-21,0.0,49099.67
2021-08-22,0.0,49381.01
2021-08-23,0.0,49554.24
2021-08-24,0.0,47984.87
2021-08-25,0.0,48973.99
2021-08-26,0.0,47276.09
2021-08-27,0.0,48977.81
2021-08-28,0.0,48889.72
2021-08-29,0.0,49025.17
2021-08-30,0.0,47441.13
2021-08-31,0.0,47036.97
2021-09-01,0.0,48447.12
2021-09-02,0.0,49503.85
2021-09-03,0.0,49643.18
2021-09-04,0.0,49772.56
2021-09-05,0.0,51832.43
2021-09-06,0.0,52502.27
2021-09-07,0.0,46790.81
2021-09-08,0.0,46477.75
2021-09-09,0.0,46330.95
2021-09-10,0.0,44712.37
2021-09-11,0.0,45204.44
2021-09-12,0.0,46205.77
2021-09-13,0.0,45086.38
2021-09-14,0.0,46861.81
2021-09-15,0.0,48162.32
2021-09-16,0.0,47827.79
2021-09-17,0.0,47263.98
2021-09-18,0.0,48017.31
2021-09-19,0.0,47296.74
2021-09-20,0.0,42800.22
2021-09-21,0.0,40751.44
2021-09-22,0.0,43587.62
2021-09-23,0.0,44686.73
2021-09-24,0.0,42707.87
2021-09-25,0.0,42662.25
2021-09-26,0.0,43173.62
2021-09-27,0.0,43049.62
2021-09-28,0.0,41494.14
2021-09-29,0.0,41232.37
2021-09-30,0.0,43693.12
2021-10-01,0.0,47957.6
2021-10-02,0.0,48072.57
2021-10-03,0.0,48001.62
2021-10-04,0.0,49123.49
2021-10-05,0.0,51347.16
2021-10-06,0.0,55142.21
2021-10-07,0.0,53799.88
2021-10-08,0.0,54029.94
2021-10-09,0.0,54968.67
2021-10-10,0.0,54917.36
2021-10-11,0.0,57077.58
2021-10-12,0.0,56135.32
2021-10-13,0.0,57479.75
2021-10-14,0.0,57485.22
2021-10-15,0.0,61261.98
2021-10-16,0.0,60912.07
2021-10-17,0.0,61177.04
2021-10-18,1.0,61728.23
2021-10-19,1.0,64297.35
2021-10-20,1.0,66081.71
2021-10-21,1.0,62399.22
2021-10-22,1.0,60789.68
2021-10-23,1.0,61027.86
2021-10-24,1.0,60945.11
2021-10-25,1.0,63048.55
2021-10-26,1.0,60302.24
2021-10-27,1.0,58555.68
2021-10-28,1.0,60463.96
2021-10-29,1.0,62351.01
2021-10-30,1.0,61668.34
2021-10-31,1.0,61476.94
2021-11-01,1.0,60969.68
2021-11-02,1.0,63019.48
2021-11-03,1.0,63036.63
2021-11-04,1.0,61445.01
2021-11-05,1.0,60959.96
2021-11-06,1.0,61494.17
2021-11-07,1.0,63032.45
2021-11-08,1.0,66218.68
2021-11-09,1.0,67330.06
2021-11-10,1.0,64626.71
2021-11-11,1.0,65167.21
2021-11-12,1.0,63895.07
2021-11-13,1.0,64472.41
2021-11-14,1.0,64746.3
2021-11-15,1.0,63852.26
2021-11-16,1.0,60567.08
2021-11-17,1.0,60052.41
2021-11-18,1.0,56827.28
2021-11-19,1.0,57933.79
2021-11-20,1.0,59608.71
2021-11-21,1.0,59050.31
2021-11-22,1.0,56354.45
2021-11-23,1.0,57548.71
2021-11-24,1.0,56987.29
2021-11-25,1.0,58917.76
2021-11-26,1.0,54007.37
2021-11-27,1.0,54665.56
2021-11-28,1.0,57168.71
2021-11-29,1.0,58171.48
2021-11-30,1.0,57442.07
2021-12-01,1.0,56954.63
2021-12-02,1.0,56803.67
2021-12-03,0.0,53651.03
2021-12-04,0.0,49045.46
2021-12-05,0.0,49174.8
2021-12-06,0.0,50630.83
2021-12-07,0.0,50502.68
2021-12-08,0.0,50601.38
2021-12-09,0.0,47943.14
2021-12-10,0.0,47496.06
2021-12-11,0.0,49063.59
2021-12-12,0.0,50132.3
2021-12-13,0.0,46770.17
2021-12-14,0.0,48323.9
2021-12-15,0.0,48920.12
2021-12-16,0.0,47856.63
2021-12-17,0.0,46321.87
2021-12-18,0.0,46791.26
2021-12-19,0.0,46853.41
2021-12-20,0.0,46846.33
2021-12-21,0.0,49005.22
2021-12-22,0.0,48689.77
2021-12-23,0.0,50711.97
2021-12-24,0.0,50741.46
2021-12-25,0.0,50675.3
2021-12-26,0.0,50720.52
2021-12-27,0.0,50768.64
2021-12-28,0.0,47730.32
2021-12-29,0.0,47264.8
2021-12-30,0.0,47226.91
2021-12-31,0.0,46279.03
2022-01-01,0.0,47332.22
2022-01-02,0.0,47308.72
2022-01-03,0.0,46240.63
2022-01-04,0.0,46198.39
2022-01-05,0.0,43478.86
2022-01-06,0.0,43152.19
2022-01-07,0.0,41635.25
2022-01-08,0.0,41756.9
2022-01-09,0.0,41775.6
2022-01-10,0.0,41704.51
2022-01-11,0.0,42691.2
2022-01-12,0.0,43861.88
2022-01-13,0.0,42660.58
2022-01-14,0.0,43147.78
2022-01-15,0.0,43166.9
2022-01-16,0.0,43157.79
2022-01-17,0.0,42138.7
2022-01-18,0.0,42508.8
2022-01-19,0.0,41730.46
2022-01-20,0.0,40795.75
2022-01-21,0.0,36468.72
2022-01-22,0.0,35046.19
2022-01-23,0.0,35506.51
2022-01-24,0.0,36644.83
2022-01-25,0.0,36775.35
2022-01-26,0.0,36753.29
2022-01-27,0.0,36800.1
2022-01-28,0.0,37672.14
2022-01-29,0.0,38032.44
2022-01-30,0.0,37995.73
2022-01-31,0.0,38461.14
2022-02-01,0.0,38755.32
2022-02-02,0.0,36964.55
2022-02-03,0.0,37011.43
2022-02-04,0.0,40632.5
2022-02-05,0.0,41655.46
2022-02-06,0.0,41855.2
2022-02-07,0.0,43942.51
2022-02-08,0.0,44142.93
2022-02-09,0.0,44495.67
2022-02-10,0.0,43721.08
2022-02-11,0.0,42340.1
2022-02-12,0.0,42163.92
2022-02-13,0.0,42193.06
2022-02-14,0.0,42626.0
2022-02-15,0.0,44159.63
2022-02-16,0.0,44134.13
2022-02-17,0.0,40721.59
2022-02-18,0.0,39930.64
2022-02-19,0.0,39982.79
2022-02-20,0.0,38529.38
2022-02-21,0.0,37417.98
2022-02-22,0.0,38036.13
2022-02-23,0.0,37368.22
2022-02-24,0.0,38267.78
2022-02-25,0.0,39301.41
2022-02-26,0.0,39199.4
2022-02-27,0.0,37595.57
2022-02-28,0.0,43151.74
2022-03-01,0.0,43883.87
2022-03-02,0.0,44086.55
2022-03-03,0.0,42521.59
2022-03-04,0.0,38940.88
2022-03-05,0.0,39353.77
2022-03-06,0.0,38488.77
2022-03-07,0.0,38143.17
2022-03-08,0.0,38520.63
2022-03-09,0.0,41897.0
2022-03-10,0.0,39383.52
2022-03-11,0.0,38889.17
2022-03-12,0.0,38964.03
2022-03-13,0.0,37701.5
2022-03-14,0.0,39596.95
2022-03-15,0.0,39376.39
2022-03-16,0.0,41063.5
2022-03-17,0.0,40833.82
2022-03-18,0.0,41718.64
2022-03-19,0.0,42139.33
2022-03-20,0.0,41242.88
2022-03-21,0.0,41151.79
2022-03-22,0.0,42571.0
2022-03-23,0.0,42578.24
2022-03-24,0.0,44000.99
2022-03-25,0.0,44219.29
2022-03-26,0.0,44515.17
2022-03-27,0.0,46734.03
2022-03-28,0.0,47340.86
2022-03-29,0.0,47312.94
2022-03-30,0.0,47132.61
2022-03-31,0.0,45704.52
2022-04-01,0.0,46231.75
2022-04-02,0.0,46177.65
2022-04-03,0.0,46365.62
2022-04-04,0.0,46726.58
2022-04-05,0.0,45731.21
2022-04-06,0.0,43564.15
2022-04-07,0.0,43616.51
2022-04-08,0.0,42194.88
2022-04-09,0.0,42631.55
2022-04-10,0.0,42190.08
2022-04-11,0.0,39758.79
2022-04-12,0.0,39917.96
2022-04-13,0.0,41209.46
2022-04-14,0.0,39822.62
2022-04-15,0.0,40348.57
2022-04-16,0.0,40347.97
2022-04-17,0.0,39755.27
2022-04-18,0.0,40758.15
2022-04-19,0.0,41311.33
2022-04-20,0.0,41400.33
2022-04-21,0.0,40321.04
2022-04-22,0.0,39770.01
2022-04-23,0.0,39813.58
2022-04-24,0.0,39446.73
2022-04-25,0.0,40331.55
2022-04-26,0.0,38116.35
2022-04-27,0.0,39189.26
2022-04-28,0.0,39796.93
2022-04-29,0.0,38509.65
2022-04-30,0.0,37694.02
2022-05-01,0.0,38446.55
2022-05-02,0.0,38508.84
2022-05-03,0.0,37624.41
2022-05-04,0.0,39660.11
2022-05-05,0.0,36345.88
2022-05-06,0.0,35940.35
2022-05-07,0.0,35409.43
2022-05-08,0.0,34151.43
2022-05-09,0.0,31091.25
2022-05-10,0.0,30928.32
2022-05-11,0.0,28781.13
2022-05-12,0.0,29031.37
2022-05-13,0.0,29416.34
2022-05-14,0.0,30027.05
2022-05-15,0.0,31131.52
2022-05-16,0.0,29941.57
2022-05-17,0.0,30480.34
2022-05-18,0.0,28915.22
2022-05-19,0.0,30190.92
2022-05-20,0.0,29194.55
2022-05-21,0.0,29438.67
2022-05-22,0.0,30219.26
2022-05-23,0.0,29161.48
2022-05-24,0.0,29516.25
2022-05-25,0.0,29589.02
2022-05-26,0.0,29447.74
2022-05-27,0.0,28743.3
2022-05-28,0.0,28906.17
2022-05-29,0.0,29329.34
2022-05-30,0.0,31629.95
2022-05-31,0.0,31779.26
2022-06-01,0.0,29822.29
2022-06-02,0.0,30512.06
2022-06-03,0.0,29591.06
2022-06-04,0.0,29834.91
2022-06-05,0.0,29893.56
2022-06-06,0.0,31278.43
2022-06-07,0.0,31242.69
2022-06-08,0.0,30215.2
2022-06-09,0.0,30028.72
2022-06-10,0.0,29153.11
2022-06-11,0.0,28353.8
2022-06-12,0.0,27030.12
2022-06-13,0.0,22360.5
2022-06-14,0.0,22122.8
2022-06-15,0.0,22457.34
2022-06-16,0.0,20325.71
2022-06-17,0.0,20452.17
2022-06-18,0.0,19043.9
2022-06-19,0.0,20464.8
2022-06-20,0.0,20417.93
2022-06-21,0.0,20852.52
2022-06-22,0.0,19988.17
2022-06-23,0.0,21108.92
2022-06-24,0.0,21358.07
2022-06-25,0.0,21395.7
2022-06-26,0.0,21128.7
2022-06-27,0.0,20745.63
2022-06-28,0.0,20271.02
2022-06-29,0.0,20146.33
2022-06-30,0.0,19017.22
2022-07-01,0.0,19309.6
2022-07-02,0.0,19278.15
2022-07-03,0.0,19271.37
2022-07-04,0.0,20156.33
2022-07-05,0.0,20282.02
2022-07-06,0.0,20467.89
2022-07-07,0.0,21628.0
2022-07-08,0.0,21844.09
2022-07-09,0.0,21615.79
2022-07-10,0.0,20849.52
2022-07-11,0.0,19982.7
2022-07-12,0.0,19325.21
2022-07-13,0.0,19884.14
2022-07-14,0.0,20500.4
2022-07-15,0.0,20893.09
2022-07-16,0.0,21148.6
2022-07-17,0.0,20892.83
2022-07-18,0.0,21663.88
2022-07-19,0.0,23441.35
2022-07-20,0.0,23286.19
2022-07-21,0.0,23143.56
2022-07-22,0.0,22664.61
2022-07-23,0.0,22418.36
2022-07-24,0.0,22668.86
2022-07-25,0.0,21640.83
2022-07-26,0.0,21130.58
2022-07-27,0.0,22833.66
2022-07-28,0.0,23888.52
2022-07-29,0.0,23975.22
2022-07-30,0.0,23678.72
2022-07-31,0.0,23297.95
2022-08-01,0.0,23273.51
2022-08-02,0.0,23062.38
2022-08-03,0.0,22896.97
2022-08-04,0.0,22632.43
2022-08-05,0.0,23170.93
2022-08-06,0.0,23006.41
2022-08-07,0.0,23166.66
2022-08-08,0.0,23780.3
2022-08-09,0.0,23157.32
2022-08-10,0.0,23932.41
2022-08-11,0.0,24062.37
2022-08-12,0.0,24285.18
2022-08-13,0.0,24453.23
2022-08-14,0.0,24270.23
2022-08-15,0.0,23996.95
2022-08-16,0.0,23884.27
2022-08-17,0.0,23375.42
2022-08-18,0.0,23260.17
2022-08-19,0.0,20922.05
2022-08-20,0.0,21123.63
2022-08-21,0.0,21592.14
2022-08-22,0.0,21165.04
2022-08-23,0.0,21528.99
2022-08-24,0.0,21458.8
2022-08-25,0.0,21613.24
2022-08-26,0.0,20220.67
2022-08-27,0.0,19987.15
2022-08-28,0.0,19725.14
2022-08-29,0.0,20189.24
2022-08-30,0.0,19798.28
2022-08-31,0.0,20024.3
2022-09-01,0.0,20056.83
2022-09-02,0.0,19952.13
2022-09-03,0.0,19743.53
2022-09-04,0.0,19900.6
2022-09-05,0.0,19741.02
2022-09-06,0.0,18847.93
2022-09-07,0.0,19279.93
2022-09-08,0.0,19277.72
2022-09-09,0.0,21362.44
2022-09-10,0.0,21647.85
2022-09-11,0.0,21632.87
2022-09-12,0.0,22368.99
2022-09-13,0.0,20176.02
2022-09-14,0.0,20205.44
2022-09-15,0.0,19721.21
2022-09-16,0.0,19717.45
2022-09-17,0.0,20155.45
2022-09-18,0.0,19461.56
2022-09-19,0.0,19506.44
2022-09-20,0.0,18845.31
2022-09-21,0.0,18465.91
2022-09-22,0.0,19324.83
2022-09-23,0.0,19279.79
2022-09-24,0.0,18853.31
2022-09-25,0.0,18818.88
2022-09-26,0.0,19143.23
2022-09-27,0.0,19061.15
2022-09-28,0.0,19497.42
2022-09-29,0.0,19498.16
2022-09-30,0.0,19416.95
2022-10-01,0.0,19282.25
2022-10-02,0.0,19030.95
2022-10-03,0.0,19559.59
2022-10-04,0.0,20295.37
2022-10-05,0.0,20153.31
2022-10-06,0.0,19949.73
2022-10-07,0.0,19505.49
2022-10-08,0.0,19413.2
2022-10-09,0.0,19429.17
2022-10-10,0.0,19100.95
2022-10-11,0.0,19047.42
2022-10-12,0.0,19116.5
2022-10-13,0.0,19329.68
