date,composite,price
2011-09-09 00:00:00+00:00,0.03974566114707049,5.31
2011-09-10 00:00:00+00:00,0.022341350491909256,5.03
2011-09-11 00:00:00+00:00,0.046538070942163036,6.06
2011-09-12 00:00:00+00:00,0.04864990535519605,6.04
2011-09-13 00:00:00+00:00,0.05525611309968894,5.79
2011-09-14 00:00:00+00:00,0.06266967959864204,5.55
2011-09-15 00:00:00+00:00,0.07999864968427751,4.97
2011-09-16 00:00:00+00:00,0.10133979961255864,4.81
2011-09-17 00:00:00+00:00,0.07981018354728293,4.77
2011-09-18 00:00:00+00:00,0.12391631441379826,5.11
2011-09-19 00:00:00+00:00,0.0911464461953806,5.26
2011-09-20 00:00:00+00:00,0.045821641393256764,6.1
2011-09-21 00:00:00+00:00,0.08723892308559088,5.62
2011-09-22 00:00:00+00:00,0.09195416960572607,5.49
2011-09-23 00:00:00+00:00,-0.025682277937343085,5.59
2011-09-24 00:00:00+00:00,0.117715509690683,5.41
2011-09-25 00:00:00+00:00,0.09770144293203135,5.32
2011-09-26 00:00:00+00:00,0.13447845986308707,4.95
2011-09-27 00:00:00+00:00,0.11338057521746141,4.84
2011-09-28 00:00:00+00:00,0.20866553604756485,4.74
2011-09-29 00:00:00+00:00,0.1286758453398927,4.7
2011-09-30 00:00:00+00:00,-0.003927992538192093,5.01
2011-10-01 00:00:00+00:00,0.14148798703682122,5.05
2011-10-02 00:00:00+00:00,0.09205469817214325,4.98
2011-10-03 00:00:00+00:00,0.0984624562091495,4.94
2011-10-04 00:00:00+00:00,0.18961872686068978,4.9
2011-10-05 00:00:00+00:00,0.1293279223541885,4.86
2011-10-06 00:00:00+00:00,0.13551946154956257,4.68
2011-10-07 00:00:00+00:00,0.15066349575859275,4.29
2011-10-08 00:00:00+00:00,0.4183042801954813,4.03
2011-10-09 00:00:00+00:00,0.1890799108363528,4.19
2011-10-10 00:00:00+00:00,0.20387787244030217,4.1
2011-10-11 00:00:00+00:00,0.4205453214289368,3.95
2011-10-12 00:00:00+00:00,0.2511088763597819,4.07
2011-10-13 00:00:00+00:00,0.21477793654813626,4.08
2011-10-14 00:00:00+00:00,0.31342774438827203,4.0
